date,change,changeOverTime,changePercent,close,high,label,low,open,unadjustedVolume,volume,vwap
2017-09-11,2.8372,0.701041066232525,1.809,159.6524,160.1961,"Sep 11, 17",158.0608,158.6639,31580798,31580798,159.4724
2017-09-12,-0.63268,0.6942998667102798,-0.396,159.0197,162.0843,"Sep 12, 17",156.9536,160.7497,71714046,71714046,159.5888
2017-09-13,-1.1962,0.6815558351810279,-0.752,157.8236,158.13,"Sep 13, 17",156.1035,158.0411,44907361,44907361,157.1445
2017-09-14,-1.3543,0.6671262374048673,-0.858,156.4693,157.5764,"Sep 14, 17",156.2814,157.1711,23760749,23760749,156.9088
2017-09-15,1.5817,0.6839776380123957,1.011,158.0509,159.1285,"Sep 15, 17",156.1925,156.6571,49114602,49114602,157.7944
2017-09-18,-1.1962,0.6712336064831439,-0.757,156.8548,158.6639,"Sep 18, 17",156.1875,158.2783,28269435,28269435,157.3819
2017-09-19,0.059313,0.671865427459387,0.038,156.9141,157.9422,"Sep 19, 17",156.6274,157.6852,20810632,20810632,157.1755
2017-09-20,-2.6296,0.6438479495651304,-1.676,154.2845,156.4495,"Sep 20, 17",152.0702,156.0936,52951364,52951364,153.8861
2017-09-21,-2.6493,0.6156205749890523,-1.717,151.6352,154.0176,"Sep 21, 17",151.0025,154.0176,37511661,37511661,152.05
2017-09-22,-1.4828,0.5998218541867996,-0.978,150.1524,150.528,"Sep 22, 17",148.8376,150.2809,46645443,46645443,149.6662
2017-09-25,-1.3247,0.5857076341660655,-0.882,148.8277,150.093,"Sep 25, 17",147.4536,148.2741,44387336,44387336,148.6844
2017-09-26,2.5604,0.6129878100104736,1.72,151.3881,152.1591,"Sep 26, 17",149.9546,150.0436,36660045,36660045,151.0829
2017-09-27,1.0775,0.6244681995872386,0.712,152.4656,152.9489,"Sep 27, 17",151.7835,152.0405,25504227,25504227,152.4661
2017-09-28,-0.939131,0.6144624141101712,-0.616,151.5265,152.515,"Sep 28, 17",150.9531,152.1295,22005455,22005455,151.4445
2017-09-29,0.83039,0.6233089732429676,0.548,152.3568,152.3667,"Sep 29, 17",150.2611,151.4573,26299810,26299810,151.6731
2017-10-02,-0.306453,0.6200443872881455,-0.201,152.0504,152.6831,"Oct 2, 17",150.9729,152.4952,18698842,18698842,151.8235
2017-10-03,0.662335,0.6271009645658177,0.436,152.7127,153.3157,"Oct 3, 17",152.1492,152.2481,16230293,16230293,152.7708
2017-10-04,-0.988561,0.6165688391861123,-0.647,151.7242,152.0998,"Oct 4, 17",150.7158,151.8724,20163750,20163750,151.5765
2017-10-05,1.8881,0.6366858912138528,1.244,153.6123,153.6617,"Oct 5, 17",152.2876,152.4162,21283769,21283769,153.271
2017-10-06,-0.088971,0.6357376270167929,-0.058,153.5233,153.7112,"Oct 6, 17",152.7918,153.1971,17407558,17407558,153.259
2017-10-09,0.533823,0.6414261467337625,0.348,154.0572,154.937,"Oct 9, 17",153.7062,154.0275,16262923,16262923,154.208
2017-10-10,0.059313,0.6420579677100059,0.039,154.1165,156.1925,"Oct 10, 17",153.3256,154.2697,15617014,15617014,154.0443
2017-10-11,0.642565,0.6489035828404667,0.417,154.759,155.1841,"Oct 11, 17",153.9682,154.1857,16905640,16905640,154.7302
2017-10-12,-0.543709,0.6431106475152816,-0.351,154.2153,155.5697,"Oct 12, 17",153.9483,154.5613,16125054,16125054,154.7852
2017-10-13,0.978674,0.653538357286771,0.635,155.194,155.4807,"Oct 13, 17",154.6206,154.937,16394188,16394188,155.114
2017-10-16,2.8569,0.6839776380123957,1.841,158.0509,158.1696,"Oct 16, 17",155.8465,156.0936,24121452,24121452,157.4549
2017-10-17,0.58325,0.6901924976320031,0.369,158.6342,159.0296,"Oct 17, 17",157.4084,157.9521,18997275,18997275,158.2069
2017-10-18,-0.701877,0.682713996059909,-0.442,157.9323,158.8715,"Oct 18, 17",157.7742,158.5848,16374164,16374164,158.2546
