date,change,changeOverTime,changePercent,close,high,label,low,open,unadjustedVolume,volume,vwap
2017-10-19,-3.7368,0.6429007508334604,-2.366,154.1956,155.283,"Oct 19, 17",153.2465,154.9568,42584166,42584166,153.9995
2017-10-20,0.266912,0.6457444779592503,0.173,154.4625,155.9453,"Oct 20, 17",154.1758,154.8184,23974146,23974146,155.0791
2017-10-23,-0.079086,0.6449016948357957,-0.051,154.3834,155.886,"Oct 23, 17",153.7211,155.0952,21984327,21984327,154.7768
2017-10-24,0.919361,0.654697583631042,0.596,155.3028,155.6191,"Oct 24, 17",154.413,154.502,17757230,17757230,155.1393
2017-10-25,-0.682107,0.6474289787407691,-0.439,154.6206,155.7476,"Oct 25, 17",153.4937,155.1149,21207098,21207098,154.573
2017-10-26,0.98856,0.6579621695858642,0.639,155.6092,156.0239,"Oct 26, 17",154.9864,155.4313,17000469,17000469,155.6426
2017-10-27,5.5755,0.7173671924028056,3.583,161.1847,161.7284,"Oct 27, 17",156.8844,157.4677,44454160,44454160,159.8498
2017-10-30,3.628,0.7560222767503733,2.251,164.8127,166.1473,"Oct 30, 17",161.847,162.0151,44700772,44700772,164.5219
2017-10-31,2.2935,0.7804587254689913,1.392,167.1062,167.7091,"Oct 31, 17",165.0302,165.9792,36046828,36046828,166.6514
2017-11-01,-2.1254,0.7578133240708874,-1.272,164.9808,167.9959,"Nov 1, 17",163.7154,167.9267,33637762,33637762,165.245
2017-11-02,1.206,0.770662836673745,0.731,166.1868,166.5723,"Nov 2, 17",163.3892,165.7222,41393373,41393373,165.4118
2017-11-03,4.3398,0.8169019036670123,2.611,170.5266,172.2664,"Nov 3, 17",169.1624,172.0094,59398631,59398631,170.6145
2017-11-06,1.73,0.8353344549132338,1.014,172.2566,172.9881,"Nov 6, 17",169.7555,170.3931,35026306,35026306,171.9848
2017-11-07,0.553594,0.8412318058466348,0.321,172.8101,173.2451,"Nov 7, 17",171.614,171.9204,24361485,24361485,172.6096
2017-11-08,1.4136,0.8562942900644288,0.818,174.2238,174.2238,"Nov 8, 17",172.3356,172.6619,24409527,24409527,173.4294
2017-11-09,-0.355881,0.8525022987415788,-0.204,173.8679,174.0804,"Nov 9, 17",171.1593,173.1067,29185668,29185668,173.0394
2017-11-10,-0.575424,0.8463716108877777,-0.331,173.2925,173.9969,"Nov 10, 17",172.8956,173.729,25145500,25145500,173.4634
2017-11-13,-0.694479,0.8389719537545404,-0.401,172.598,173.1238,"Nov 13, 17",172.0325,172.1317,16982080,16982080,172.6354
2017-11-14,-2.6093,0.8111707653344442,-1.512,169.9887,172.1119,"Nov 14, 17",169.83,171.6753,24782487,24782487,170.8969
2017-11-15,-2.2422,0.7872819658262631,-1.319,167.7466,168.9765,"Nov 15, 17",167.0521,168.6295,29158070,29158070,167.9894
2017-11-16,2.0041,0.8086338922409613,1.195,169.7506,170.5146,"Nov 16, 17",168.9569,169.83,23637484,23637484,169.8174
2017-11-17,-0.942508,0.7985918809406355,-0.555,168.8081,170.0383,"Nov 17, 17",168.3022,169.6911,21899544,21899544,169.0275
2017-11-20,-0.16866,0.7967955062931713,-0.1,168.6395,169.2149,"Nov 20, 17",168.2228,168.947,16262447,16262447,168.648
2017-11-21,3.1351,0.8301978462682607,1.859,171.7745,172.3301,"Nov 21, 17",169.4332,169.4332,25131295,25131295,171.5444
2017-11-22,1.8056,0.8494369548146782,1.051,173.5802,173.6199,"Nov 22, 17",171.6853,171.9928,25588925,25588925,172.8766
2017-11-24,0.009921,0.8495424358882839,0.006,173.5901,174.1159,"Nov 24, 17",173.2686,173.7191,14026673,14026673,173.7122
2017-11-27,-0.873059,0.8402409230339766,-0.503,172.7171,173.6992,"Nov 27, 17",171.973,173.6695,20716802,20716802,172.8714
2017-11-28,-1.012,0.8294584132876318,-0.586,171.7051,173.4909,"Nov 28, 17",170.5046,172.9254,26428802,26428802,171.8355
2017-11-29,-3.5617,0.7915097324936047,-2.074,168.1434,171.5563,"Nov 29, 17",165.8417,171.2686,41666364,41666364,168.0656
2017-11-30,2.3513,0.8165620202076166,1.398,170.4947,170.7824,"Nov 30, 17",167.1116,169.0859,41527218,41527218,169.7263
2017-12-01,-0.793691,0.8081054214075437,-0.466,169.701,170.3161,"Dec 1, 17",167.1711,168.6097,39759288,39759288,169.0751
2017-12-04,-1.2401,0.7948925851067118,-0.731,168.4609,171.2586,"Dec 4, 17",168.2922,171.1198,32542385,32542385,169.634
2017-12-05,-0.158738,0.7932016915328531,-0.094,168.3022,170.1673,"Dec 5, 17",167.0719,167.7267,27350154,27350154,168.8622
2017-12-06,-0.625032,0.7865414673802443,-0.371,167.6771,168.8624,"Dec 6, 17",165.1472,166.179,28560000,28560000,167.608
2017-12-07,0.307555,0.789818838919746,0.183,167.9847,169.0958,"Dec 7, 17",167.5779,167.697,25673308,25673308,168.2923
2017-12-08,0.049606,0.7903473097531637,0.03,168.0343,169.6514,"Dec 8, 17",167.4886,169.1454,23355231,23355231,168.4285
2017-12-11,3.274,0.8252306466202906,1.948,171.3083,171.5265,"Dec 11, 17",167.4589,167.8656,35273759,35273759,170.3536
2017-12-12,-0.96235,0.8149766077073636,-0.562,170.3459,171.0305,"Dec 12, 17",170.1088,170.7924,19409230,19409230,170.5416
2017-12-13,0.565505,0.8210018144875589,0.332,170.9114,172.1714,"Dec 13, 17",170.6435,171.1396,23818447,23818447,171.4005
2017-12-14,-0.049606,0.8204733436541413,-0.029,170.8618,171.7646,"Dec 14, 17",170.2963,171.0404,20476541,20476541,170.9193
2017-12-15,1.7362,0.8389719537545404,1.016,172.598,172.7964,"Dec 15, 17",171.0999,172.2607,40169307,40169307,172.1554
2017-12-18,2.4307,0.8648702209881765,1.408,175.0287,175.8025,"Dec 18, 17",173.481,173.5008,29421114,29421114,174.991
2017-12-19,-1.8652,0.8449971605347358,-1.066,173.1635,174.0068,"Dec 19, 17",172.7171,173.6496,27436447,27436447,173.2289
2017-12-20,-0.188501,0.8429887582746706,-0.109,172.975,174.0366,"Dec 20, 17",171.8837,173.4909,23475649,23475649,172.8622
2017-12-21,0.654794,0.8499654256480959,0.379,173.6298,174.6318,"Dec 21, 17",172.727,172.7964,20949896,20949896,173.8591
2017-12-22,0.0,0.8499654256480959,0.0,173.6298,174.0405,"Dec 22, 17",173.1238,173.3024,16349444,16349444,173.6453
2017-12-26,-4.405,0.8030316752205778,-2.537,169.2248,170.1177,"Dec 26, 17",168.3408,169.453,33185536,33185536,169.0903
2017-12-27,0.029763,0.8033491839067847,0.018,169.2546,169.4332,"Dec 27, 17",168.3716,168.7585,21498213,21498213,168.9031
2017-12-28,0.476215,0.8084229300937502,0.281,169.7308,170.4947,"Dec 28, 17",169.1355,169.6514,16480187,16480187,169.8075
2017-12-29,-1.8354,0.7888673783265161,-1.081,167.8954,169.2447,"Dec 29, 17",167.8855,169.1752,25999922,25999922,168.4097
